anio,provincia_id,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tm,Rendimiento_Real_kgxha,Rendimiento_Predicho_kgxha,Error_Absoluto_kgxha,Error_Relativo_pct,Provincia_Nombre
1980,82,6400,5100,9200,1804,1708.37,95.63,5.3,Santa Fe
2019,86,1500,1500,4500,3000,2783.51,216.49,7.22,Santiago del Estero
2016,6,49300,48900,180400,3689,3506.78,182.22,4.94,Buenos Aires
1993,30,22000,21100,46400,2199,2183.14,15.86,0.72,Entre Ríos
1975,82,47000,46490,86000,1850,1955.2,105.2,5.69,Santa Fe
2011,6,24800,21900,53010,2421,2437.58,16.58,0.68,Buenos Aires
1991,6,1150,1100,2000,1818,1724.34,93.66,5.15,Buenos Aires
1973,66,300,300,360,1200,1328.73,128.73,10.73,Salta
1999,82,269800,269200,557300,2070,2173.17,103.17,4.98,Santa Fe
1987,34,1400,1400,2100,1500,1578.88,78.88,5.26,Formosa
2016,82,48000,46440,141164,3040,2954.19,85.81,2.82,Santa Fe
1997,14,60000,60000,189000,3150,3149.4,0.6,0.02,Córdoba
1980,14,25000,25000,45000,1800,1929.66,129.66,7.2,Córdoba
1984,14,200,200,400,2000,1791.86,208.14,10.41,Córdoba
1982,6,5300,5300,8500,1604,1726.38,122.38,7.63,Buenos Aires
1994,6,14700,13800,16600,1203,1485.73,282.73,23.5,Buenos Aires
1978,86,600,600,1080,1800,1653.05,146.95,8.16,Santiago del Estero
1964,6,100,94,86,915,1037.01,122.01,13.33,Buenos Aires
2002,6,83500,83300,272000,3265,3189.3,75.7,2.32,Buenos Aires
2015,54,30,30,90,3000,2496.79,503.21,16.77,Misiones
2020,86,800,800,2400,3000,2774.94,225.06,7.5,Santiago del Estero
1992,6,4000,3600,4800,1333,1372.97,39.97,3.0,Buenos Aires
2010,6,97000,97000,213900,2205,2258.04,53.04,2.41,Buenos Aires
2011,6,19800,16190,38172,2358,2222.33,135.67,5.75,Buenos Aires
2020,6,440,380,1367,3597,2605.58,991.42,27.56,Buenos Aires
1999,42,250,250,300,1200,1724.2,524.2,43.68,La Pampa
2012,14,13500,13500,13500,1000,1564.06,564.06,56.41,Córdoba
1982,14,75000,75000,135000,1800,2007.52,207.52,11.53,Córdoba
2020,86,1500,1500,4500,3000,2793.16,206.84,6.89,Santiago del Estero
2010,6,114500,108500,222450,2050,2080.27,30.27,1.48,Buenos Aires
1996,14,89000,77000,92400,1200,1461.33,261.33,21.78,Córdoba
1999,82,50000,48800,92700,1900,1990.14,90.14,4.74,Santa Fe
1988,6,20000,17500,30000,1714,1786.75,72.75,4.24,Buenos Aires
2002,6,15000,15000,31000,2067,2127.22,60.22,2.91,Buenos Aires
1998,14,146000,131500,270000,2053,2078.22,25.22,1.23,Córdoba
1992,6,62800,57800,99800,1727,1844.31,117.31,6.79,Buenos Aires
2021,6,128461,128461,250359,1949,1989.15,40.15,2.06,Buenos Aires
1974,6,4,0,0,0,0.0,0.0,,Buenos Aires
2019,10,1800,1650,2970,1800,2457.12,657.12,36.51,Catamarca
1966,90,30,27,27,1000,984.94,15.06,1.51,Tucumán
2023,66,350,350,847,2419,2385.78,33.22,1.37,Salta
1974,6,300,300,360,1200,1329.79,129.79,10.82,Buenos Aires
2014,6,25650,25150,50500,2008,2330.05,322.05,16.04,Buenos Aires
1984,82,1500,1500,2700,1800,1761.59,38.41,2.13,Santa Fe
1973,82,400,100,90,900,1008.32,108.32,12.04,Santa Fe
2020,14,35450,35450,98510,2779,2752.2,26.8,0.96,Córdoba
2014,6,1300,1300,2640,2031,2472.28,441.28,21.73,Buenos Aires
1974,14,6500,6400,7680,1200,1425.56,225.56,18.8,Córdoba
2016,22,48240,42740,128220,3000,2791.51,208.49,6.95,Chaco
2020,90,400,400,1080,2700,2707.13,7.13,0.26,Tucumán
2023,86,10780,10690,27593,2581,3055.82,474.82,18.4,Santiago del Estero
2008,6,26900,26500,28860,1089,1284.13,195.13,17.92,Buenos Aires
2001,82,274700,254700,704000,2764,2752.81,11.19,0.4,Santa Fe
1970,18,60,52,68,1308,1262.06,45.94,3.51,Corrientes
1991,6,300,300,500,1667,1634.09,32.91,1.97,Buenos Aires
1982,6,100,100,100,1000,1250.86,250.86,25.09,Buenos Aires
1996,6,350,330,600,1818,1754.07,63.93,3.52,Buenos Aires
2023,34,330,330,330,1000,1753.86,753.86,75.39,Formosa
2015,82,325631,275631,651960,2365,2290.18,74.82,3.16,Santa Fe
2015,42,80700,77500,242330,3127,3121.83,5.17,0.17,La Pampa
2023,6,43000,43000,111500,2593,2776.67,183.67,7.08,Buenos Aires
1991,34,300,200,300,1500,1479.46,20.54,1.37,Formosa
2016,42,19500,16200,47700,2944,2435.98,508.02,17.26,La Pampa
1942,6,4,4,4,1000,706.76,293.24,29.32,Buenos Aires
1974,82,400,340,400,1176,1308.81,132.81,11.29,Santa Fe
1975,6,3000,3000,4500,1500,1442.41,57.59,3.84,Buenos Aires
1988,82,15000,14000,24000,1714,1823.75,109.75,6.4,Santa Fe
2016,6,2000,2000,5400,2700,2616.29,83.71,3.1,Buenos Aires
1974,6,1500,1492,1790,1200,1370.21,170.21,14.18,Buenos Aires
2009,14,298400,298400,654610,2194,2406.11,212.11,9.67,Córdoba
1994,6,52000,52000,99500,1913,2074.61,161.61,8.45,Buenos Aires
2007,14,286200,273700,719202,2628,2631.18,3.18,0.12,Córdoba
1990,22,200,200,300,1500,1517.46,17.46,1.16,Chaco
1977,66,500,500,1000,2000,1769.0,231.0,11.55,Salta
1998,34,300,300,900,3000,1849.69,1150.31,38.34,Formosa
1993,6,50000,50000,62500,1250,1421.17,171.17,13.69,Buenos Aires
1983,30,5900,5900,10000,1695,1879.55,184.55,10.89,Entre Ríos
2004,86,879,879,1026,1167,1852.44,685.44,58.73,Santiago del Estero
1972,18,150,140,168,1200,1197.09,2.91,0.24,Corrientes
2017,6,30580,30330,81018,2671,2598.59,72.41,2.71,Buenos Aires
2013,54,30,30,69,2300,2420.86,120.86,5.25,Misiones
1962,54,150,148,148,1000,1009.83,9.83,0.98,Misiones
1988,6,35000,35000,67000,1914,2010.42,96.42,5.04,Buenos Aires
2012,74,27000,26000,51640,1986,2094.69,108.69,5.47,San Luis
2006,6,34200,34200,123160,3601,3385.64,215.36,5.98,Buenos Aires
2011,6,105350,105350,347050,3294,3244.57,49.43,1.5,Buenos Aires
1997,22,15000,5000,9500,1900,1338.52,561.48,29.55,Chaco
1968,50,30,0,0,0,0.0,0.0,,Mendoza
1997,14,32000,32000,89600,2800,2749.47,50.53,1.8,Córdoba
2012,22,57000,51500,72100,1400,1356.78,43.22,3.09,Chaco
2014,6,41000,40000,99200,2480,2509.76,29.76,1.2,Buenos Aires
1987,42,150,120,150,1250,1350.35,100.35,8.03,La Pampa
2006,42,18000,17950,30925,1723,1996.19,273.19,15.86,La Pampa
2017,38,950,920,1932,2100,2311.42,211.42,10.07,Jujuy
1984,30,500,500,400,800,1140.79,340.79,42.6,Entre Ríos
1993,22,4000,4000,7200,1800,1882.06,82.06,4.56,Chaco
1981,38,50,50,80,1600,1570.72,29.28,1.83,Jujuy
2021,14,10700,10700,31860,2978,2378.92,599.08,20.12,Córdoba
2013,14,800,800,2000,2500,2428.49,71.51,2.86,Córdoba
2005,14,115500,115500,303560,2628,2680.14,52.14,1.98,Córdoba
1981,18,25,25,37,1480,1429.75,50.25,3.4,Corrientes
2001,86,149243,139243,307400,2208,2209.65,1.65,0.07,Santiago del Estero
2012,22,18300,3300,2145,650,726.14,76.14,11.71,Chaco
1989,6,450,450,900,2000,1735.16,264.84,13.24,Buenos Aires
2012,30,15600,15600,38520,2469,2427.15,41.85,1.7,Entre Ríos
2002,42,7700,7400,10300,1392,1814.74,422.74,30.37,La Pampa
2002,82,263000,263000,844000,3209,3176.72,32.28,1.01,Santa Fe
1980,18,21000,20550,31000,1509,1739.25,230.25,15.26,Corrientes
2018,22,32126,30126,75182,2496,2520.27,24.27,0.97,Chaco
1971,18,10,3,2,667,697.35,30.35,4.55,Corrientes
1977,66,2700,2700,5340,1978,1878.29,99.71,5.04,Salta
1993,38,200,150,200,1333,1468.16,135.16,10.14,Jujuy
1980,6,30,0,0,0,0.0,0.0,,Buenos Aires
2009,86,61600,60700,222769,3670,3569.82,100.18,2.73,Santiago del Estero
2008,6,24218,18218,5465,300,653.45,353.45,117.82,Buenos Aires
2009,86,2000,2000,7000,3500,2415.8,1084.2,30.98,Santiago del Estero
1985,6,39000,39000,89700,2300,2248.37,51.63,2.24,Buenos Aires
2014,66,220,220,572,2600,2479.12,120.88,4.65,Salta
2020,6,280,280,728,2600,2548.48,51.52,1.98,Buenos Aires
2007,6,16000,16000,33618,2101,2154.92,53.92,2.57,Buenos Aires
1997,82,173750,173750,571500,3289,3185.42,103.58,3.15,Santa Fe
1991,22,11900,11900,22600,1899,1951.25,52.25,2.75,Chaco
1982,54,1900,570,912,1600,1478.33,121.67,7.6,Misiones
1989,6,5000,5000,10000,2000,1951.24,48.76,2.44,Buenos Aires
1944,46,20,0,0,0,0.0,0.0,,La Rioja
2019,6,44656,44656,142288,3186,3076.38,109.62,3.44,Buenos Aires
2007,6,1800,1800,5890,3272,2279.36,992.64,30.34,Buenos Aires
1976,82,100,90,135,1500,1403.41,96.59,6.44,Santa Fe
2001,54,300,275,523,1902,1796.78,105.22,5.53,Misiones
2019,86,117500,116700,378297,3242,3273.42,31.42,0.97,Santiago del Estero
2015,6,91000,89800,303700,3382,3406.68,24.68,0.73,Buenos Aires
1995,30,600,600,1200,2000,1662.07,337.93,16.9,Entre Ríos
1997,86,1500,1400,3100,2214,1857.5,356.5,16.1,Santiago del Estero
1981,14,50,40,88,2200,1661.14,538.86,24.49,Córdoba
1983,10,100,100,100,1000,1259.32,259.32,25.93,Catamarca
1982,22,250,250,275,1100,1415.06,315.06,28.64,Chaco
2020,86,15000,15000,45000,3000,2739.72,260.28,8.68,Santiago del Estero
2015,22,500,455,751,1651,2332.11,681.11,41.25,Chaco
2019,74,60700,60700,84490,1392,1432.47,40.47,2.91,San Luis
1970,54,1500,1450,2170,1497,1630.63,133.63,8.93,Misiones
1964,6,400,390,371,951,1104.37,153.37,16.13,Buenos Aires
2005,42,26700,25600,49300,1926,2049.24,123.24,6.4,La Pampa
2003,30,153000,149000,298000,2000,2037.74,37.74,1.89,Entre Ríos
1990,66,1200,1200,2400,2000,1852.18,147.82,7.39,Salta
1998,54,70,0,0,0,0.0,0.0,,Misiones
1989,86,10500,10100,18000,1782,1927.44,145.44,8.16,Santiago del Estero
2014,6,2280,2195,7794,3551,2748.51,802.49,22.6,Buenos Aires
1983,6,3000,2950,5100,1729,1699.21,29.79,1.72,Buenos Aires
1993,6,16000,16000,29600,1850,1911.15,61.15,3.31,Buenos Aires
1942,18,8,5,4,800,673.37,126.63,15.83,Corrientes
2011,86,60000,42000,37800,900,920.92,20.92,2.32,Santiago del Estero
1989,22,9000,9000,13800,1533,1730.08,197.08,12.86,Chaco
2004,30,104014,103761,275389,2654,2686.27,32.27,1.22,Entre Ríos
2012,6,62800,59600,149480,2508,2421.64,86.36,3.44,Buenos Aires
2018,66,120,120,324,2700,2592.48,107.52,3.98,Salta
2010,86,25000,25000,45000,1800,1842.12,42.12,2.34,Santiago del Estero
2020,38,1209,1209,4232,3500,2643.79,856.21,24.46,Jujuy
1971,82,200,100,91,910,1021.79,111.79,12.28,Santa Fe
2012,22,46150,43150,69040,1600,1826.35,226.35,14.15,Chaco
1983,14,17000,17000,34700,2041,1977.37,63.63,3.12,Córdoba
1991,6,2600,2500,4500,1800,1703.78,96.22,5.35,Buenos Aires
1995,22,500,500,775,1550,1629.21,79.21,5.11,Chaco
1980,6,4340,4340,8700,2005,1876.31,128.69,6.42,Buenos Aires
1981,6,200,200,300,1500,1518.65,18.65,1.24,Buenos Aires
1996,30,22500,20500,20500,1000,1272.69,272.69,27.27,Entre Ríos
2017,82,209120,209120,556980,2663,2676.78,13.78,0.52,Santa Fe
2021,82,159959,159959,449719,2811,2839.01,28.01,1.0,Santa Fe
1986,82,5000,5000,10000,2000,1949.91,50.09,2.5,Santa Fe
2019,6,70850,70850,141505,1997,2011.36,14.36,0.72,Buenos Aires
2006,30,119000,117750,338800,2877,2791.9,85.1,2.96,Entre Ríos
2010,14,15000,15000,22500,1500,1825.07,325.07,21.67,Córdoba
2023,6,55945,55945,197146,3524,3484.79,39.21,1.11,Buenos Aires
2012,86,2000,2000,1600,800,1614.18,814.18,101.77,Santiago del Estero
1998,22,10000,9000,19800,2200,2127.34,72.66,3.3,Chaco
2011,14,563700,548700,1486460,2709,2897.74,188.74,6.97,Córdoba
1977,90,50,50,90,1800,1699.08,100.92,5.61,Tucumán
2011,54,80,50,40,800,1726.97,926.97,115.87,Misiones
1984,6,19000,19000,24700,1300,1519.44,219.44,16.88,Buenos Aires
2020,74,5800,5800,15510,2674,2569.06,104.94,3.92,San Luis
2014,6,193700,188700,619200,3281,3247.27,33.73,1.03,Buenos Aires
1974,6,500,500,500,1000,1215.76,215.76,21.58,Buenos Aires
1982,6,30100,30100,47500,1578,1746.84,168.84,10.7,Buenos Aires
2010,30,31500,31500,79500,2524,2480.31,43.69,1.73,Entre Ríos
1994,86,19500,18800,22900,1218,1422.11,204.11,16.76,Santiago del Estero
2010,14,822,822,2110,2567,1957.32,609.68,23.75,Córdoba
1983,6,250,250,460,1840,1681.96,158.04,8.59,Buenos Aires
2003,6,9000,9000,26200,2911,2460.49,450.51,15.48,Buenos Aires
2004,14,339307,339307,906081,2670,2861.43,191.43,7.17,Córdoba
1993,90,300,300,500,1667,1737.63,70.63,4.24,Tucumán
2005,30,100600,100600,228066,2267,2245.12,21.88,0.97,Entre Ríos
1974,90,1366,1186,1542,1300,1398.41,98.41,7.57,Tucumán
1995,6,400,400,200,500,1181.54,681.54,136.31,Buenos Aires
1982,82,75000,70000,93450,1335,1555.68,220.68,16.53,Santa Fe
1984,82,143000,141500,311300,2200,2256.57,56.57,2.57,Santa Fe
2019,14,777219,777219,1759168,2263,2584.13,321.13,14.19,Córdoba
2009,22,15000,14700,30470,2073,2100.26,27.26,1.31,Chaco
1995,34,120,120,240,2000,1640.34,359.66,17.98,Formosa
2016,30,88500,88280,251045,2844,2894.43,50.43,1.77,Entre Ríos
2009,30,75000,74800,192670,2576,2626.88,50.88,1.98,Entre Ríos
2018,14,67210,66161,260823,3942,3811.95,130.05,3.3,Córdoba
2000,14,567500,567500,1565000,2758,2861.81,103.81,3.76,Córdoba
2004,6,11613,11613,31800,2738,2429.44,308.56,11.27,Buenos Aires
2010,6,101000,99990,347886,3479,3463.18,15.82,0.45,Buenos Aires
1979,22,20,10,7,700,782.17,82.17,11.74,Chaco
1999,6,1000,1000,2000,2000,1850.78,149.22,7.46,Buenos Aires
1987,22,200,200,300,1500,1517.46,17.46,1.16,Chaco
1997,82,137000,137000,403900,2948,2895.52,52.48,1.78,Santa Fe
2020,6,53000,53000,140800,2657,2650.72,6.28,0.24,Buenos Aires
1979,82,8000,7600,7900,1039,1279.4,240.4,23.14,Santa Fe
2019,6,42750,42750,97200,2274,2413.89,139.89,6.15,Buenos Aires
1966,54,250,249,299,1201,1084.91,116.09,9.67,Misiones
1984,42,60,60,90,1500,1594.66,94.66,6.31,La Pampa
1973,30,150,130,221,1700,1551.5,148.5,8.74,Entre Ríos
1993,18,240,240,400,1667,1671.95,4.95,0.3,Corrientes
1992,30,14100,13800,30200,2188,2093.55,94.45,4.32,Entre Ríos
2006,6,11300,11300,39470,3493,2988.6,504.4,14.44,Buenos Aires
1975,86,40,30,30,1000,1068.77,68.77,6.88,Santiago del Estero
2023,6,21000,20500,58200,2839,2733.4,105.6,3.72,Buenos Aires
1988,82,35000,30000,42000,1400,1553.02,153.02,10.93,Santa Fe
1964,54,200,198,245,1237,1061.01,175.99,14.23,Misiones
1984,6,500,500,650,1300,1584.22,284.22,21.86,Buenos Aires
1994,86,1500,1500,3200,2133,1921.37,211.63,9.92,Santiago del Estero
2011,6,1600,1600,2030,1269,1734.69,465.69,36.7,Buenos Aires
1983,90,6500,6460,13100,2028,1901.21,126.79,6.25,Tucumán
1985,6,200,200,350,1750,1554.2,195.8,11.19,Buenos Aires
2021,14,2000,2000,5800,2900,2338.29,561.71,19.37,Córdoba
1996,42,1000,1000,1500,1500,1596.28,96.28,6.42,La Pampa
2003,6,70000,70000,218200,3117,3094.8,22.2,0.71,Buenos Aires
1976,66,30,30,40,1333,1257.7,75.3,5.65,Salta
2008,6,185590,167200,178120,1065,1192.39,127.39,11.96,Buenos Aires
2016,6,124000,111600,358200,3210,3056.05,153.95,4.8,Buenos Aires
2015,14,104195,104195,352875,3387,3363.72,23.28,0.69,Córdoba
1979,6,1700,1600,1080,675,1314.76,639.76,94.78,Buenos Aires
2002,66,50000,46000,118000,2565,2578.03,13.03,0.51,Salta
2004,82,278322,278322,955832,3434,3185.36,248.64,7.24,Santa Fe
2011,22,2200,1000,839,839,1506.45,667.45,79.55,Chaco
2012,90,300,300,660,2200,2396.21,196.21,8.92,Tucumán
2017,6,2800,2550,5215,2045,2388.34,343.34,16.79,Buenos Aires
2015,6,93759,91959,328350,3571,3504.83,66.17,1.85,Buenos Aires
1995,6,9000,8300,14110,1700,1756.49,56.49,3.32,Buenos Aires
1979,66,50,50,70,1400,1468.53,68.53,4.89,Salta
1986,6,10000,10000,20345,2035,2058.39,23.39,1.15,Buenos Aires
1981,6,24000,24000,48000,2000,2015.32,15.32,0.77,Buenos Aires
2010,6,12400,12400,41580,3353,3008.73,344.27,10.27,Buenos Aires
2003,90,70,65,180,2769,2417.69,351.31,12.69,Tucumán
2022,6,5200,1200,1800,1500,1522.38,22.38,1.49,Buenos Aires
2004,22,75738,73718,105144,1426,1444.85,18.85,1.32,Chaco
1998,6,7000,6700,10100,1507,1794.79,287.79,19.1,Buenos Aires
1999,22,15000,15000,27000,1800,1988.01,188.01,10.45,Chaco
2008,54,656,185,222,1200,1695.5,495.5,41.29,Misiones
2015,86,15750,15750,37800,2400,2512.58,112.58,4.69,Santiago del Estero
1975,6,1000,1000,1400,1400,1350.04,49.96,3.57,Buenos Aires
1986,30,700,500,750,1500,1565.67,65.67,4.38,Entre Ríos
2022,30,20000,8500,7050,829,1460.42,631.42,76.17,Entre Ríos
1993,54,450,360,500,1389,1409.59,20.59,1.48,Misiones
2019,30,83000,81400,165320,2031,2096.43,65.43,3.22,Entre Ríos
1985,82,195000,195000,408500,2095,2252.25,157.25,7.51,Santa Fe
1971,54,1400,1000,1300,1300,1293.37,6.63,0.51,Misiones
1990,6,1500,1500,3800,2533,2012.79,520.21,20.54,Buenos Aires
1975,18,30,29,43,1483,1269.36,213.64,14.41,Corrientes
1979,6,1800,1800,1440,800,1150.67,350.67,43.83,Buenos Aires
1995,42,400,400,600,1500,1632.37,132.37,8.82,La Pampa
2011,6,62350,62350,219200,3516,3497.0,19.0,0.54,Buenos Aires
1987,54,200,200,350,1750,1539.66,210.34,12.02,Misiones
1974,22,80,80,80,1000,1124.2,124.2,12.42,Chaco
1989,34,1200,800,1200,1500,1594.66,94.66,6.31,Formosa
2018,18,50,50,130,2600,2554.98,45.02,1.73,Corrientes
1973,22,90,90,130,1444,1369.62,74.38,5.15,Chaco
1969,22,20,20,13,650,713.7,63.7,9.8,Chaco
2009,18,2000,2000,3200,1600,1827.28,227.28,14.21,Corrientes
2008,42,12000,8500,5900,694,1313.72,619.72,89.3,La Pampa
2022,90,950,950,1615,1700,1715.67,15.67,0.92,Tucumán
1991,22,2800,2800,5300,1893,1848.98,44.02,2.33,Chaco
1993,6,50000,50000,75400,1508,1702.12,194.12,12.87,Buenos Aires
1967,90,825,825,1010,1224,1177.61,46.39,3.79,Tucumán
1966,54,900,898,1069,1190,1093.86,96.14,8.08,Misiones
2017,14,500410,480970,1358718,2825,3371.59,546.59,19.35,Córdoba
1976,54,3200,3190,4800,1505,1555.46,50.46,3.35,Misiones
1950,54,20,18,9,500,820.07,320.07,64.01,Misiones
1945,54,107,100,112,1120,1051.15,68.85,6.15,Misiones
1988,6,50000,50000,95000,1900,2042.9,142.9,7.52,Buenos Aires
1975,6,1500,1500,2100,1400,1392.16,7.84,0.56,Buenos Aires
1976,14,50,40,72,1800,1655.56,144.44,8.02,Córdoba
2000,82,185000,185000,526500,2846,2917.59,71.59,2.52,Santa Fe
1981,54,350,300,500,1667,1606.64,60.36,3.62,Misiones
1996,82,3500,3500,6400,1829,1859.52,30.52,1.67,Santa Fe
2009,6,9200,9100,24370,2678,2366.15,311.85,11.65,Buenos Aires
1988,6,4000,4000,7000,1750,1880.28,130.28,7.44,Buenos Aires
2008,6,15875,13375,14313,1070,1489.34,419.34,39.19,Buenos Aires
1955,54,10,5,5,1000,911.14,88.86,8.89,Misiones
1972,54,130,100,90,900,1015.8,115.8,12.87,Misiones
1998,6,1500,1000,1100,1100,1681.03,581.03,52.82,Buenos Aires
2019,66,16664,16664,39626,2378,2399.52,21.52,0.9,Salta
1980,6,110,60,110,1833,1557.45,275.55,15.03,Buenos Aires
2005,22,13500,9000,18794,2088,1863.36,224.64,10.76,Chaco
1973,18,100,88,145,1648,1440.14,207.86,12.61,Corrientes
1996,6,1700,1700,3400,2000,1839.83,160.17,8.01,Buenos Aires
2005,30,57500,57500,122110,2124,2262.49,138.49,6.52,Entre Ríos
1994,34,200,200,420,2100,1797.45,302.55,14.41,Formosa
2019,18,855,855,2043,2389,2557.43,168.43,7.05,Corrientes
1980,30,6000,5940,8288,1395,1581.68,186.68,13.38,Entre Ríos
1959,54,50,45,45,1000,1008.05,8.05,0.81,Misiones
2008,66,800,800,2000,2500,1933.81,566.19,22.65,Salta
1977,30,200,195,330,1692,1471.88,220.12,13.01,Entre Ríos
2013,86,1500,1500,3300,2200,2386.66,186.66,8.48,Santiago del Estero
1989,6,12500,12000,30000,2500,2155.57,344.43,13.78,Buenos Aires
1995,14,112000,107500,193500,1800,1957.85,157.85,8.77,Córdoba
1993,82,16000,15800,41800,2646,2470.81,175.19,6.62,Santa Fe
1989,6,54000,54000,124200,2300,2245.61,54.39,2.36,Buenos Aires
2011,42,500,500,850,1700,1788.97,88.97,5.23,La Pampa
2008,86,1300,1300,2990,2300,1947.65,352.35,15.32,Santiago del Estero
2017,14,5920,4862,17728,3646,2621.67,1024.33,28.09,Córdoba
2014,6,4665,4490,15871,3535,2787.02,747.98,21.16,Buenos Aires
1994,66,400,200,300,1500,1575.36,75.36,5.02,Salta
2022,6,98000,92000,143200,1557,1551.44,5.56,0.36,Buenos Aires
1985,14,11000,11000,19000,1727,1978.06,251.06,14.54,Córdoba
2017,6,1950,1780,3290,1848,2368.49,520.49,28.17,Buenos Aires
1971,22,50,50,25,500,619.59,119.59,23.92,Chaco
1973,6,550,485,665,1371,1393.36,22.36,1.63,Buenos Aires
2022,38,3604,3604,5406,1500,1616.02,116.02,7.73,Jujuy
2013,6,38250,38150,139630,3660,3546.01,113.99,3.11,Buenos Aires
1971,82,200,200,180,900,994.13,94.13,10.46,Santa Fe
2023,6,450,430,1155,2686,2505.77,180.23,6.71,Buenos Aires
1987,18,200,200,500,2500,1944.71,555.29,22.21,Corrientes
1995,22,17000,17000,24820,1460,1662.21,202.21,13.85,Chaco
2015,6,2694,2594,9591,3697,2820.57,876.43,23.71,Buenos Aires
2008,6,32768,28399,33677,1186,1291.48,105.48,8.89,Buenos Aires
1974,30,60,40,52,1300,1154.97,145.03,11.16,Entre Ríos
2019,6,450,420,1120,2667,2589.26,77.74,2.91,Buenos Aires
2017,6,21750,20300,41100,2025,2169.82,144.82,7.15,Buenos Aires
2017,6,80970,71730,184595,2573,2477.34,95.66,3.72,Buenos Aires
2013,6,37000,37000,74200,2005,2294.42,289.42,14.43,Buenos Aires
2021,14,6450,6240,17472,2800,2377.94,422.06,15.07,Córdoba
2018,6,33000,33000,107300,3252,3012.88,239.12,7.35,Buenos Aires
2019,30,131500,131500,319550,2430,2502.13,72.13,2.97,Entre Ríos
2015,86,3000,3000,8100,2700,2615.62,84.38,3.13,Santiago del Estero
2023,86,13000,12902,48848,3786,3147.58,638.42,16.86,Santiago del Estero
2006,86,57000,57000,146000,2561,2659.32,98.32,3.84,Santiago del Estero
1982,82,140000,138000,300000,2174,2228.4,54.4,2.5,Santa Fe
1999,6,9100,9100,18200,2000,2244.28,244.28,12.21,Buenos Aires
1983,54,180,180,220,1222,1444.9,222.9,18.24,Misiones
1976,22,1230,1150,1240,1078,1480.62,402.62,37.35,Chaco
2000,66,3000,3000,7200,2400,2143.28,256.72,10.7,Salta
1981,14,400,400,560,1400,1427.48,27.48,1.96,Córdoba
2012,22,10450,9650,14475,1500,1842.76,342.76,22.85,Chaco
1944,66,20,1,1,1000,597.27,402.73,40.27,Salta
1978,6,800,800,1040,1300,1593.93,293.93,22.61,Buenos Aires
2004,14,702,702,920,1311,1772.98,461.98,35.24,Córdoba
2012,86,3000,3000,3000,1000,1462.18,462.18,46.22,Santiago del Estero
2005,6,67000,65200,120685,1851,1926.84,75.84,4.1,Buenos Aires
2008,6,110,0,0,0,0.0,0.0,,Buenos Aires
1963,82,2000,1950,1950,1000,1072.97,72.97,7.3,Santa Fe
1982,82,2500,2400,3100,1292,1518.99,226.99,17.57,Santa Fe
2002,6,500,490,800,1633,1783.55,150.55,9.22,Buenos Aires
2001,6,169500,169250,502600,2970,3130.73,160.73,5.41,Buenos Aires
1980,6,160,90,130,1444,1437.93,6.07,0.42,Buenos Aires
1983,6,300,300,540,1800,1653.52,146.48,8.14,Buenos Aires
1979,14,41000,33900,55220,1629,1504.33,124.67,7.65,Córdoba
2000,6,60000,56200,141300,2514,2524.44,10.44,0.42,Buenos Aires
2005,6,3000,3000,4329,1443,1605.16,162.16,11.24,Buenos Aires
2011,6,14100,13880,24545,1768,1954.5,186.5,10.55,Buenos Aires
1979,54,1000,1000,1900,1900,1619.1,280.9,14.78,Misiones
2005,42,32000,31500,64000,2032,2023.34,8.66,0.43,La Pampa
1992,18,100,100,200,2000,1785.07,214.93,10.75,Corrientes
2008,30,20200,17900,14482,809,1103.37,294.37,36.39,Entre Ríos
1995,14,40000,39800,104500,2626,2424.43,201.57,7.68,Córdoba
2020,42,83300,81700,222490,2723,2740.98,17.98,0.66,La Pampa
1980,10,1800,1800,2580,1433,1564.38,131.38,9.17,Catamarca
1998,90,16600,16600,41500,2500,2367.28,132.72,5.31,Tucumán
1990,14,13000,13000,19500,1500,1788.29,288.29,19.22,Córdoba
1996,6,74700,74600,158500,2125,2115.73,9.27,0.44,Buenos Aires
2002,86,80000,75000,205000,2733,2680.92,52.08,1.91,Santiago del Estero
2005,90,35992,35522,106670,3003,2724.8,278.2,9.26,Tucumán
2015,22,40000,37000,51800,1400,1924.99,524.99,37.5,Chaco
1970,22,50,50,40,800,869.46,69.46,8.68,Chaco
1985,6,17500,17500,35000,2000,1980.05,19.95,1.0,Buenos Aires
1973,6,1500,1425,2565,1800,1510.31,289.69,16.09,Buenos Aires
2016,6,78800,76500,175960,2300,2338.95,38.95,1.69,Buenos Aires
2011,6,112800,112800,212588,1885,1997.75,112.75,5.98,Buenos Aires
2018,14,7159,7052,21191,3005,2708.4,296.6,9.87,Córdoba
1984,82,94000,90000,198000,2200,2012.24,187.76,8.53,Santa Fe
1973,6,180,153,215,1405,1410.7,5.7,0.41,Buenos Aires
1972,6,700,694,798,1150,1372.07,222.07,19.31,Buenos Aires
2007,22,2000,2000,3359,1680,1826.7,146.7,8.73,Chaco
1985,6,100,100,150,1500,1504.84,4.84,0.32,Buenos Aires
2003,6,5500,5080,10200,2008,2048.12,40.12,2.0,Buenos Aires
2008,30,12200,7535,9796,1300,1459.96,159.96,12.3,Entre Ríos
1983,18,200,200,320,1600,1520.08,79.92,5.0,Corrientes
